,name,location,rent,deposit,area,type,highlights,description,owner
355,Paranjape Blue Ridge,Hadapsar,30000.0,60000.0,1050.0,2 BHK ,"['2 Baths', 'Private Garden']","Situated in hinjewadi pune, paranjape blue ridge is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 2 bhk apartment now available for rent. Property has attached 2 bathrooms & 1 balcony with 2 rooms set in 1050 sq.Ft. Carpet area. This flat is constructed on 1050 sq.Ft. Area. An independent others is available in this property. Parking ...",Realty Group 24 
356,Pebbles,PatilNagar,26000.0,60000.0,1050.0,2 BHK ,"['2 Baths', 'Gated Society']","This 2 bhk flat in patil nagar is available in pebbles for rent, one of the most prominent projects for residential flats in pune. Property has attached 2 bathrooms & 1 balcony with 2 rooms set in 789 sq.Ft. Carpet area. This property is constructed on 1050 sq.Ft. Extra space for others. You also get 1 covered parking inside the premises located on 4th of 12 floor. This is a ready to move prope...",Pune Realty 
357,Aurum Elementto,KutwalColony,18500.0,45000.0,900.0,2 BHK ,"['2 Baths', 'East Facing']","Ready to move 2 bhk available in aurum elemento.
Porwal road lohegaon.
Best in location and full locality.
It has all the amenities except the swimming pool.
Close to viman nagar and yerwada.
Call to visit the flat.",V.S Properties 
358,Vision Aristo,Ravet,30000.0,70000.0,1310.0,3 BHK ,"['3 Baths', 'East Facing']","Situated in ravet pune, vision aristo is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 1230 sq.Ft. Big 3 bhk apartment now available for rent. This property offers access to nearby landmarks and is close to school and close to market. Property has attached 3 bathrooms & 2 balconies with 3 rooms set in 1230 sq.Ft. Super built-Up area. ...",Swaroof Realty 
359,Pride World City,Lohegaon,23000.0,50000.0,1102.0,2 BHK ,"['2 Baths', 'Private Garden']",2 bhk flat available for rent in pride world city society Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. Partial power backup is available. There is also a separate washroom for domestic help. The society has dedicated security guards for ever...,s k property 
360,Kingsbury at Pride World City,Charholi,27500.0,50000.0,1012.0,2 BHK ,"['2 Baths', 'East Facing']","Ready to move 2 bhk fully furnished flat available for rent in kingsbury. It has sofa set, dinning table, fridge, modular kitchen, 2 bed, 2 cupboard. A.C, inverter backup etc. Good for family or working.",V.S Properties 
361,Kingsbury at Pride World City,Charholi,28000.0,65000.0,1080.0,3 BHK ,"['3 Baths', 'East Facing']","Ready to move 3 bhk available for rent in kingsbury pride world city. Best in location and locality. It has all the amenities including swimming pool.
Open gym, kids play area, etc.
Good for family.
Call to visit.",V.S Properties 
362,Whistling Meadows,Bhugaon,27000.0,60000.0,1000.0,3 BHK ,"['3 Baths', 'East Facing']",Wresling medous bhugav 3bhk garden wew flate for rent,jay ganesh real estate 
363,Ravinanda Skylights Codename Universe,Wagholi,22100.0,44200.0,750.0,2 BHK ,"['2 Baths', 'Full Power Backup']",Explore this amicable ravinanda skylights codename universe of wagholi in pune ! Live in a 2 bhk flat for rent in wagholi. This flat consists of 2 bathrooms & 2 balconies in 750 sq.Ft. Carpet area. The flat is built on 750 sq.Ft. Area. Ease of access to 1 covered parking and 1 open parking within society. This flat is situated at 10th in a tower with 12 floors. This is a 1-5 years old society. ...,grace realty 
364,Ravinanda Skylights Codename Universe,Wagholi,22000.0,44000.0,750.0,2 BHK ,"['2 Baths', 'Full Power Backup']","A 2 bhk flat for rent in wagholi close to all basic civic amenities is available for just 22,000 in ravinanda skylights codename universe, pune. This 2 bhk flat comes with 2 bathrooms set in 750 sq.Ft. Carpet usable area. Flat is constructed on 750 sq.Ft. 1 covered parking available. 1 open parking available. Placed on 10th of 12 floor in 1-5 years old tower. Semi-Furnished flat with 3 curtains...",grace realty 
365,Godrej Infinity,KeshavNagar,23000.0,46000.0,550.0,1 BHK ,"['1 Baths', 'Full Power Backup']",Pune's most popular society godrej infinity in keshav nagar offers 1 bhk apartment. Property has attached 1 bathroom & 1 balcony with 1 room set in 550 sq.Ft. Carpet area. This property is constructed on 550 sq.Ft. You also get 1 covered parking inside the premises located on 11th of 12 floor. This is a ready to move property and it is 1-5 years old flat. It is a semi-Furnished property. Inclus...,NESTAWAY TECHNOLOGIES PRIVATE LIMITED 
366,Kolte Patil Margosa Heights,NIBM,21000.0,63000.0,1575.0,3 BHK ,"['3 Baths', 'East Facing']","This 3 bhk flat in nibm is available in kolte patil margosa heights for rent, one of the most prominent projects for residential flats in pune. This 3 bhk flat comes with 3 bathrooms set in 1380 sq.Ft. Carpet usable area. The flat consists of 3 bedrooms, built on 1575 sq.Ft. A separate space for others is available in this flat. Society provides 1 covered parking with this flat & the option for...",S G Properties  
367,Jyoti Tulip,VimanNagar,25130.0,50260.0,600.0,1 BHK ,"['1 Baths', 'Ramwadi Metro Station within 250m']","Situated in viman nagar pune, jyoti tulip is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 500 sq.Ft. Big 1 bhk apartment now available for rent. The flat is close to metro station, close to school, close to airport and close to mall. Property has attached 1 bathroom & 1 balcony with 1 room set in 500 sq.Ft. Super built-Up area. Flat ...",Omkrishna Real Estate 
368,"Ambar Apartment,Viman Nagar",VimanNagar,22120.0,50000.0,600.0,1 BHK ,"['1 Baths', 'East Facing']","Situated in viman nagar pune, ambar apartment is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 500 sq.Ft. Big 1 bhk apartment now available for rent. This property is close to school, close to market and close to metro station. This flat consists of 1 bathroom & 1 balcony build in 500 sq.Ft. Super built-Up area. This flat is construct...",Omkrishna Real Estate 
369,Park Springs,Dhanori,25000.0,50000.0,980.0,2 BHK ,"['2 Baths', 'East Facing']","Lavish 2 bhk flat for rent is available in dhanori in park springs, pune. Property has attached 2 bathrooms & 1 balcony with 2 rooms . This property is semi-Furnished you will also get all modern property feature like piped-Gas, internet/wi-Fi connectivity, feng shui / vaastu compliant, power back-Up, reserved parking and intercom facility. This place is equipped with quality features like swim...",HIGH VISION PROPERTY 
370,Shree Kalyaanee Solitaire,Dhanori,32000.0,60000.0,1180.0,2 BHK ,"['2 Baths', 'East Facing']","This specious 2 bhk apartment for rent in dhanori is available in one of pune's most popular projects, shree kalyaanee solitaire. 2 bathrooms & 2 balconies attached. 1 covered parking available . This is a furnished flat. Furnishing options provided - 4 light, 4 fan, 2 bed, 3 wardrobe, 1 geyser, 1 sofa, 1 washing machine, 1 fridge, 1 water purifier, 1 microwave, 1 modular kitchen, 1 chimney, 1 ...",HIGH VISION PROPERTY 
371,Rohan Ananta,Tathawade,22500.0,50000.0,960.0,2 BHK ,"['2 Baths', 'East Facing']","A 2 bhk flat for rent in tathawade close to all basic civic amenities is available for just 22,500 in rohan ananta, pune. This property is close to school and close to market. This flat consists of 2 bathrooms & 2 balconies build in 927 sq.Ft. Super built-Up area. This flat is constructed on 960 sq.Ft. Area. An independent pooja room is available in this property. This flat lies on the 7th floo...",Swaroof Realty 
372,Ganga New Town,Dhanori,16000.0,30000.0,550.0,1 BHK ,"['1 Baths', 'East Facing']","New brand 1 bhk flat for rent in dhanori close to all basic civic amenities is available for just 16,000 in ganga new town, pune. Area with 1 bathroom & 1 balcony attached. This is a 0-1 year old society. This is a semi-Furnished flat. Already installed 4 light, 3 fan and 1 modular kitchen . The property comes with feng shui / vaastu compliant and reserved parking all inclusive in one. Ganga ne...",HIGH VISION PROPERTY 
373,Tranquil Park,Lohegaon,20000.0,45000.0,710.0,2 BHK ,"['2 Baths', 'Full Power Backup']","Tranquil park is one of pune's most sought after destination for residential flats and specious 2 bhk flat for rent in lohegaon . Unfurnished flat the flat , the property comes with reserved parking and intercom facility all inclusive in one. Tranquil park is designed very well to provide modern facilities such as swimming pool, club house / community center, cctv surveillance, fitness centre /...",HIGH VISION PROPERTY 
374,Shri Ganesh Vihar,Dhanori,22000.0,45000.0,850.0,2 BHK ,"['2 Baths', 'Full Power Backup']","A specious 2 bhk flat for rent in dhanori close to all basic civic amenities is available for shri ganesh vihar, pune. It is a semi-Furnished property. Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. Partial power backup is available. There is ...",HIGH VISION PROPERTY 
375,Easterlia,Lohegaon,16000.0,30000.0,605.0,1 BHK ,"['2 Baths', 'East Facing']","Brand new 1 bhk apartment for rent in lohegaon, pune. This 1 bhk apartment in easterlia is situated in pune. Property has been built with latest feature like reserved parking. Cctv surveillance, park and lift(s) etc. Makes this place stand-Out from rest in terms of quality of living. Other features include rain water harvesting.",HIGH VISION PROPERTY 
376,Vilas Javdekar Yashwin Orizzonte,Kharadi,23500.0,47000.0,500.0,1 BHK ,"['1 Baths', 'Full Power Backup']","Vilas javdekar yashwin orizzonte is one of pune's most sought after destination for residential flats and this 1 bhk flat for rent in kharadi, is your opportunity to be a part of this community. This 1 bhk flat comes with 1 bathroom set in 500 sq.Ft. Carpet usable area. The flat consists of 1 bedroom, built on 500 sq.Ft. Society provides 1 covered parking with this flat & the option for 1 open ...",grace realty 
377,Vilas Javdekar Yashwin Orizzonte,Kharadi,23400.0,46800.0,500.0,1 BHK ,"['1 Baths', 'Full Power Backup']","Situated in kharadi pune, vilas javdekar yashwin orizzonte is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 1 bhk apartment now available for rent. This flat consists of 1 bathroom build in 500 sq.Ft. Carpet area. This flat is constructed on 500 sq.Ft. Area. Parking available: 1 covered parking & 1 open parking. This flat lies on the ...",grace realty 
378,Vilas Javdekar Yashwin Orizzonte,Kharadi,24500.0,49000.0,500.0,1 BHK ,"['1 Baths', 'Full Power Backup']","Vilas javdekar yashwin orizzonte is the most preferred destination for renting flats in kharadi, pune. A 1 bhk flat is now available for rent here. Don't miss to be a part of this community. This 1 bhk flat comes with 1 bathroom set in 500 sq.Ft. Carpet usable area. The flat is built on 500 sq.Ft. Area. Ease of access to 1 covered parking and 1 open parking within society. This flat is situated...",grace realty 
379,Vilas Javdekar Yashwin Orizzonte,Kharadi,24900.0,49800.0,500.0,1 BHK ,"['1 Baths', 'Full Power Backup']","Explore this amicable vilas javdekar yashwin orizzonte of kharadi in pune ! Live in a 1 bhk flat for rent in kharadi. This flat consists of 1 bathroom in 500 sq.Ft. Carpet area. Flat is constructed on 500 sq.Ft. 1 covered parking available. 1 open parking available. Placed on 2nd of 19 floor in 1-5 years old tower. This property is semi-Furnished. Equipped with 2 fan, 5 light and 1 modular kitc...",grace realty 
380,Vilas Javdekar Yashwin Orizzonte,Kharadi,24000.0,48000.0,500.0,1 BHK ,"['1 Baths', 'Full Power Backup']","Pune's most popular society vilas javdekar yashwin orizzonte in kharadi offers 1 bhk apartment. This flat consists of 1 bathroom build in 500 sq.Ft. Carpet area. The flat consists of 1 bedroom, built on 500 sq.Ft. Society provides 1 covered parking with this flat & the option for 1 open parking is also available. The building has a total of 19 floors and this property is situated on 5th floor. ...",grace realty 
381,Arun Sanskriti,KaspateVasti,26000.0,60000.0,1201.0,2 BHK ,"['2 Baths', 'East Facing']","This lovely 2 bhk apartment for rent in kaspate vasti is available in one of pune's most popular projects, arun sanskriti. This flat consists of 2 bathrooms & 1 balcony build in 1200 sq.Ft. Super built-Up area. Flat is constructed on 1201 sq.Ft. 1 covered parking available. Placed on 5th of 8 floor in 5-10 years old tower. This is an unfurnished flat. Property is ready to be leased on any agree...",Property World 
382,Malpani Vivanta,Balewadi,34000.0,68000.0,750.0,2 BHK ,"['2 Baths', 'East Facing']","Malpani vivanta is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in balewadi, is your opportunity to be a part of this community. This flat consists of 2 bathrooms & 1 balcony build in 750 sq.Ft. Carpet area. This flat is constructed on 750 sq.Ft. Area. This flat lies on the 5th floor of a 12 storey building. Well maintained 0-1 year property. Th...",the real scout 
383,Amorapolis,Dhanori,28000.0,60000.0,1301.0,3 BHK ,"['3 Baths', 'Private Garden']",3 bhk brand new flat available for rent in dhanori amorapolis society with all amenities like gym swimming pool club house garden,s k property 
384,Park Springs,Dhanori,23000.0,50000.0,912.0,2 BHK ,"['2 Baths', 'East Facing']","Ready to move 2 bhk available in park springs.
Best in location and locality.
It has all the morden amenities including swimming pool.
Huge big space of jogging track with complete natural air flow.
Gated society with 24 hours water supply and security.
Close to the area of viman nagar, yerwada etc.",V.S Properties 
385,L Square,Lohegaon,17000.0,34000.0,500.0,1 BHK ,"['1 Baths', 'East Facing']",1 bhk flat with modular kitchen lift garden kids play area security guard etc near by school college hospital bank atm airport shopping complex hotel etc,NK Properties 
386,Pristine Prolife,Wakad,27000.0,81000.0,741.0,2 BHK ,"['2 Baths', 'Private Garden']","Situated in wakad pune, pristine prolife is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 2 bhk apartment now available for rent. Property has attached 2 bathrooms & 2 balconies with 2 rooms set in 741 sq.Ft. Carpet area. The flat consists of 2 bedrooms, built on 741 sq.Ft. A separate space for pooja room, servant room, store room and...",Bipin Realtors 
387,Prathmesh Elite,ChandaniChowk,80000.0,480000.0,4753.0,4 BHK ,"['3 Baths', 'North Facing']","Prathmesh elite is the most preferred destination for renting flats in kothrud, pune. A 5 bhk penthouse is now available for rent here. Don't miss to be a part of this community. This 4 bhk flat comes with 3 bathrooms set in 4753 sq.Ft. Super built-Up usable area. Flat is constructed on 4753 sq.Ft. You get an additional space of study room and pooja room. 2 covered parking available. Placed on ...",Apex Realty 
388,Prathmesh Elite,Kothrud,90000.0,540000.0,4500.0,5 BHK ,"['5 Baths', 'East Facing']",5bhk penthouse for rent in kothrud bhusari colony posh and fresh flat with city view,shree krushna realty  
389,Vilas Javdekar Yashwin Orizzonte,Kharadi,32000.0,96000.0,1400.0,2 BHK ,"['2 Baths', 'East Facing']",2bhk availavle for rent in kharadi,Prop Laksh 
390,Kolte Cheryl,AshokaNagar,33000.0,99000.0,1300.0,2 BHK ,"['2 Baths', 'Full Power Backup']","This 2 bhk flat in ashoka nagar is available in kolte cheryl for rent, one of the most prominent projects for residential flats in pune. This flat consists of 2 bathrooms & 1 balcony build in 1250 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, built on 1300 sq.Ft. A separate space for store room, pooja room, study room and servant room is available in this flat. Society provides 1...",Prop Laksh 
391,Rahul Arcus,Baner,85000.0,340000.0,2136.0,4 BHK ,"['4 Baths', 'East Facing']","A very spacious and skillfully designed 4 bhk apartment available for rent at very affordable price. The project is well equipped with all modern amenities like garden, clubhouse, swimming pool, gym, parking, cctv surveillance etc, having 24 x 7 security service to facilitate the needs of the resident. The society is a well maintained, harmonious community, located strategically for daily needs...",Property Plan It 
392,Kolte Patil Life Republic,Hadapsar,16500.0,49500.0,630.0,1 BHK ,"['East Facing', 'Full Power Backup']","This 1 bhk flat in hinjewadi is available in kolte patil life republic for rent, one of the most prominent projects for residential flats in pune. This flat consists of 1 bathroom & 1 balcony build in 630 sq.Ft. Carpet area. The flat consists of 1 bedroom, built on 630 sq.Ft. A separate space for pooja room and others is available in this flat. Society provides 1 covered parking with this flat....",dream home 
393,Kolte Patil Life Republic,Hadapsar,18500.0,55500.0,1000.0,2 BHK ,"['East Facing', 'Private Garden']","Situated in hinjewadi pune, kolte patil life republic is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 900 sq.Ft. Big 2 bhk apartment now available for rent. Property has 900 sq.Ft. Super built-Up area with 2 bathrooms & 1 balcony attached. The flat consists of 2 bedrooms, built on 1000 sq.Ft. A separate space for pooja room and study...",dream home 
394,Rohan Tarang,Wakad,40000.0,120000.0,1648.0,3 BHK ,"['3 Baths', 'East Facing']","Rohan tarang is one of pune's most sought after destination for residential flats and this 3 bhk flat for rent in wakad with 1500 sq.Ft., is your opportunity to be a part of this community. This flat consists of 3 bathrooms & 2 balconies in 1500 sq.Ft. Super built-Up area. This property is constructed on 1648 sq.Ft. Extra space for pooja room and store room. You also get 2 covered parking insid...",Sankalp Consultants Real Estate 
395,The Gateway,Balewadi,45000.0,100000.0,1735.0,3 BHK ,"['3 Baths', 'East Facing']","Find this 3 bhk apartment for rent in balewadi, pune. This 3 bhk apartment in the gateway is situated in pune. This flat consists of 3 bathrooms & 2 balconies in 1680 sq.Ft. Super built-Up area. The flat consists of 3 bedrooms, built on 1735 sq.Ft. A separate space for pooja room and study room is available in this flat. Society provides 2 covered parking with this flat. The building has a tota...",Sankalp Consultants Real Estate 
396,Splendid Courtyard,Lohegaon,22000.0,50000.0,925.0,2 BHK ,"['East Facing', 'Fresh Construction']","Splendid courtyard is the most preferred destination for renting flats in lohegaon, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. Property has 925 sq.Ft. Super built-Up area with 2 bathrooms & 2 balconies attached. The flat consists of 2 bedrooms, built on 925 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of 11...",Shree VR Properties 
397,Amorapolis,Dhanori,28000.0,60000.0,1250.0,3 BHK ,"['Close to School', 'Fresh Construction']",It is a brand new flat big carpet flat all amenities are there in society bachelor or allowed,Shree VR Properties 
398,Ashirwad Celestino,MadhavNagar,26000.0,50000.0,1150.0,2 BHK ,"['North Facing', 'Top Floor']",Main road touch property big carpet flat,Shree VR Properties 
399,Ganga Newtown,Dhanori,21000.0,50000.0,980.0,2 BHK ,"['East Facing', 'Close to School']",It is big carpet flat 12 maintain society getted society,Shree VR Properties 
400,Tulaja Bhavani,Kharadi,12950.0,25000.0,700.0,1 BHK ,"['1 Baths', 'East Facing']","Tulaja bhavani is the most preferred destination for renting flats in kharadi, pune. A 1 bhk flat is now available for rent here. Don't miss to be a part of this community. Property has attached 1 bathroom & 1 balcony with 1 room set in 600 sq.Ft. Super built-Up area. This property is constructed on 700 sq.Ft. Extra space for others. You also get 1 covered parking inside the premises located on...",Royal properties  
401,Rohan Abhilasha,Wagholi,21175.0,40000.0,1125.0,2 BHK ,"['2 Baths', 'East Facing']","This lovely 2 bhk apartment for rent in wagholi is available in one of pune's most popular projects, rohan abhilasha. Property has attached 2 bathrooms & 1 balcony with 2 rooms set in 1050 sq.Ft. Super built-Up area. Flat is constructed on 1125 sq.Ft. 1 covered parking available. Placed on 5th of 13 floor in 1-5 years old tower. It is an unfurnished property. The flat will be available from tue...",Yashica Properties
402,Rohan Mithila,MhadaColony,44000.0,132000.0,1292.0,2 BHK ,"['2 Baths', 'East Facing']","A 2 bhk flat for rent in mhada colony close to all basic civic amenities is available for just 44,000 in rohan mithila, pune. This flat consists of 2 bathrooms & 1 balcony in 880 sq.Ft. Carpet area. The flat is built on 1292 sq.Ft. Area. Ease of access to 1 covered parking and 1 open parking within society. This flat is situated at 4th in a tower with 6 floors. This is a 1-5 years old society. ...",Kargil Properties
403,SKYi Manas Lake,Bhukum,17000.0,30000.0,900.0,3 BHK ,"['East Facing', 'Close to School']","Flat with modern amenities- Club house, children's play area, garden, security system , east - West facing with very good ventilation.
Specious larger home, with very good location.
This cozy cottage on the four-Lined street will not last long on the market.",Prop Wisdom 
404,Gulmohar Queenstown,EonFreeZone,37000.0,111000.0,1100.0,2 BHK ,"['2 Baths', 'Full Power Backup']","A spacious 2 bhk flat for rent is available in eon free zone in gulmohar queenstown, pune. Property has attached 2 bathrooms & 2 balconies with 2 rooms set in 1100 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, built on 1100 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of 12 floors and this property is situated on 4th floor. Property is 5-10 y...",Pal property solutions 
405,Kolte Patil Downtown Langston,AshokaNagar,35001.0,70002.0,1200.0,2 BHK ,"['2 Baths', 'Full Power Backup']","Find this 2 bhk apartment for rent in ashoka nagar, pune. This 2 bhk apartment in kolte patil downtown langston is situated in pune. This flat consists of 2 bathrooms & 2 balconies in 930 sq.Ft. Carpet area. This property is constructed on 1200 sq.Ft. Extra space for pooja room. You also get 1 covered parking inside the premises located on 7th of 12 floor. This is a ready to move property and i...",HOUSING STORY 
406,ARV Ganga Kingston,NIBM,22000.0,66000.0,820.0,2 BHK ,"['2 Baths', 'Private Garden']","Arv ganga kingston is the most preferred destination for renting flats in nibm, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. This 2 bhk flat comes with 2 bathrooms set in 820 sq.Ft. Carpet usable area. This flat is constructed on 820 sq.Ft. Area. An independent pooja room, study room, servant room and others is available in this property. This fl...",Rudra Properties 
407,Ram India livogue,Malwadi,22000.0,66000.0,920.0,2 BHK ,"['2 Baths', 'East Facing']","Find this 2 bhk apartment for rent in malwadi, pune. This 2 bhk apartment in ram india livogue is situated in pune. This flat consists of 2 bathrooms & 1 balcony in 606 sq.Ft. Carpet area. This property is constructed on 920 sq.Ft. Extra space for pooja room. You also get 1 covered parking inside the premises located on 2nd of 12 floor. This is a ready to move property and it is 1-5 years old f...",Shiv Enterprises  
408,DSK Sundarban Phase 1,AmanoraParkTown,24000.0,72000.0,980.0,2 BHK ,"['3 Baths', 'Full Power Backup']","A 2 bhk flat for rent in amanora park town close to all basic civic amenities is available for just 24,000 in dsk sundarban phase 1, pune. This property is close to school, close to hospital and close to market. Property has attached 3 bathrooms & 2 balconies with 2 rooms set in 860 sq.Ft. Carpet area. The flat consists of 2 bedrooms, built on 980 sq.Ft. A separate space for study room and pooj...",Shiv Enterprises  
409,Nyati Elan,Wagholi,22000.0,44000.0,750.0,2 BHK ,"['2 Baths', 'Private Garden']","This 2 bhk flat in wagholi is available in nyati elan for rent, one of the most prominent projects for residential flats in pune. This 2 bhk flat comes with 2 bathrooms set in 750 sq.Ft. Carpet usable area. Flat is constructed on 750 sq.Ft. You get an additional space of others. 1 covered parking available. Placed on 5th of 12 floor in 1-5 years old tower. This property is semi-Furnished. Equip...",AR property  
410,Camlot Society,VimanNagar,48000.0,144000.0,1250.0,2 BHK ,"['2 Baths', 'East Facing']","2bhk fully furnished flat for rentfind this 2 bhk apartment for rent in viman nagar, pune. This 2 bhk apartment in camlot society is situated in pune. This flat consists of 2 bathrooms & 1 balcony in 1200 sq.Ft. Super built-Up area. Flat is constructed on 1250 sq.Ft. You get an additional space of others. 1 covered parking available. Placed on 2nd of 7 floor in 1-5 years old tower. This is a fu...",Orbit Real Estate 
411,Primespace Shri Puja Chs,Kothrud,43000.0,150000.0,1555.0,3 BHK ,"['3 Baths', 'East Facing']","Primespace shri puja chs is one of pune's most sought after destination for residential flats and this 3 bhk flat for rent in kothrud with 1310 sq.Ft., is your opportunity to be a part of this community. Property has attached 3 bathrooms & 3 balconies with 3 rooms set in 1310 sq.Ft. Super built-Up area. This flat is constructed on 1555 sq.Ft. Area. An independent pooja room is available in this...",SAI REALTY 
412,Pleasant Avenue,VimanNagar,30000.0,90000.0,750.0,1 BHK ,"['1 Baths', 'East Facing']","1bhk flat for rent in viman nagar find this 1 bhk apartment for rent in viman nagar, pune. This 1 bhk apartment in pleasant avenue is situated in pune. Property has 700 sq.Ft. Super built-Up area with 1 bathroom & 1 balcony attached. This property is constructed on 750 sq.Ft. You also get 1 covered parking inside the premises located on top of 5 floor. This is a ready to move property and it is...",Orbit Real Estate 
413,Triaa Hillome,Lohegaon,21000.0,50000.0,640.0,1 BHK ,"['1 Baths', 'mar theophilus school  Nearby']","The society is very good and good condition
 Additional details :",Red Door Realty  
414,Tranquil Park,Lohegaon,22000.0,44000.0,860.0,2 BHK ,"['2 Baths', 'East Facing']",This property is very good location in dhanori,Red Door Realty  
415,Ideal Spacio,Undri,23000.0,69000.0,2000.0,2 BHK ,"['2 Baths', 'Full Power Backup']","A 2 bhk flat for rent in undri close to all basic civic amenities is available for just 23,000 in ideal spacio, pune. Property has 1800 sq.Ft. Super built-Up area with 2 bathrooms & 2 balconies attached. Flat is constructed on 2000 sq.Ft. 1 covered parking available. Placed on 5th of 14 floor in 5-10 years old tower. Semi-Furnished flat with 1 chimney, 5 curtains, 1 exhaust fan, 5 fan, 2 geyser...",KEY REALTY 
416,GK Aarcon,Punawale,22000.0,50000.0,672.0,2 BHK ,"['2 Baths', 'East Facing']","Pune's most popular society gk aarcon in punawale offers 2 bhk apartment. This flat consists of 2 bathrooms & 1 balcony build in 672 sq.Ft. Carpet area. The flat consists of 2 bedrooms, built on 672 sq.Ft. A separate space for pooja room is available in this flat. Society provides 1 covered parking with this flat. The building has a total of 14 floors and this property is situated on 13th floor...",Mahalaxmi Real Estate 
417,Kardile Plaza,Kharadi,32000.0,96000.0,2500.0,2 BHK ,"['2 Baths', 'Private Garden']","Indipendent house is available for multipurpose use. U can use for any commercial use like store room, cloud kitchen,bakery, clinic etc.. 24*7 pmc water available with storage 24*7 electricity available Additional details : The property is located on the main road The kitchen has been built with modular fittings. The house has muncipal supply supply. There is also a separate washroom for domest...",Vighnaharta Properties
418,Nyati Elysia,Kharadi,34000.0,102000.0,1104.0,2 BHK ,"['2 Baths', 'Full Power Backup']","Explore this amicable nyati elysia of kharadi in pune ! Live in a 2 bhk flat for rent in kharadi spread over 1050 sq.Ft. Additionally, this property is in vicinity to important points of interest and is close to market, close to school, close to hospital and close to mall. This flat consists of 2 bathrooms & 2 balconies in 1050 sq.Ft. Super built-Up area. This property is constructed on 1104 sq...",Vighnaharta Properties
419,Duville Riverdale Heights,Kharadi,35000.0,110000.0,737.0,2 BHK ,"['Fitness Center/ Gym', 'Club/ Community Center']","Explore this amicable duville riverdale heights of kharadi in pune ! Live in a 2 bhk flat for rent in kharadi spread over 650 sq.Ft. This flat consists of 2 bathrooms & 1 balcony in 650 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, built on 737 sq.Ft. The building has a total of 23 floors and this property is situated on 18th floor. Property is 1-5 years old. This is an unfurnish...",Hiranandani Properties
420,Mittal Silver Crescent,RaghavendraNagar,38000.0,76000.0,1200.0,2 BHK ,"['Full Power Backup', 'Recently Renovated']","Situated in raghavendra nagar pune, mittal silver crescent is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 2 bhk apartment now available for rent. This 2 bhk flat comes with 2 bathrooms set in 800 sq.Ft. Carpet usable area. This flat is constructed on 1200 sq.Ft. Area. An independent others is available in this property. This flat li...",READY 2 MOVE
421,Gera World of Joy,Kharadi,23000.0,69000.0,350.0,1 BHK ,"['East Facing', 'Full Power Backup']","Lavishly furnished brand new studio apartment is available for rent in gera world of joy, kharadi. All luxurious amenities are available. Easy access to schools, markets, it park .",Vighnaharta Properties 
422,Puraniks Aldea,Baner,30000.0,90000.0,1010.0,2 BHK ,"['East Facing', 'Fresh Construction']","This lovely 2 bhk apartment for rent in baner is available in one of pune's most popular projects, puraniks aldea. This 2 bhk flat comes with 2 bathrooms set in 1000 sq.Ft. Super built-Up usable area. This property is constructed on 1010 sq.Ft. Extra space for store room. You also get 1 covered parking inside the premises located on 14th of 15 floor. This is a ready to move property and it is 0...",Freebird Enterprises 
423,Army Welfare Cooperative Society,Wanowrie,25000.0,75000.0,1250.0,3 BHK ,"['3 Baths', 'East Facing']","This lovely 3 bhk apartment for rent in wanowrie is available in one of pune's most popular projects, army welfare cooperative society. Property has attached 3 bathrooms & 1 balcony with 3 rooms set in 1250 sq.Ft. Super built-Up area. The flat is built on 1250 sq.Ft. Area. This flat is situated at 3rd in a tower with 4 floors. This is a 10+ years old society. This is a semi-Furnished flat. Alre...",VISIION REAL ESTATE 
424,Satish Crystal Heights,Wakad,30000.0,70000.0,1020.0,2 BHK ,"['2 Baths', 'Gated Society']","A 2 bhk flat for rent in wakad close to all basic civic amenities is available for just 30,000 in satish crystal heights, pune. This flat consists of 2 bathrooms & 2 balconies build in 801 sq.Ft. Carpet area. Flat is constructed on 1020 sq.Ft. 1 covered parking available. 1 open parking available. Placed on 6th of 8 floor in 1-5 years old tower. Furnished flat with 1 ac, 1 chimney, 3 curtains, ...",Om Properties  
