,name,location,rent,deposit,area,type,highlights,description,owner
537,Nyati Elysia,Kharadi,33000.0,99000.0,1150.0,2 BHK ,"['2 Baths', 'Private Garden']","A spacious 2 bhk flat for rent is available in kharadi in nyati elysia, pune. This flat consists of 2 bathrooms & 1 balcony build in 980 sq.Ft. Super built-Up area. Flat is constructed on 1050 sq.Ft. You get an additional space of study room. 1 covered parking available. 1 open parking available. Placed on 25th of 28 floor. This is a semi-Furnished flat. Furnishing options provided - 5 light, 3...",Prop Laksh 
538,Nandan Inspera,ShankarKalatNagar,26500.0,3.0,1550.0,2 BHK ,"['2 Baths', 'East Facing']","This 2 bhk flat in shankar kalat nagar is available in nandan inspera for rent, one of the most prominent projects for residential flats in pune. Property has attached 2 bathrooms & 1 balcony with 2 rooms set in 1550 sq.Ft. Super built-Up area. Flat is constructed on 1550 sq.Ft. You get an additional space of pooja room. 1 covered parking available. Placed on 5th of 12 floor in 1-5 years old to...",Naik Properties
539,Panchshil Towers,Kharadi,78000.0,234000.0,2293.0,3 BHK ,"['4 Baths', 'Full Power Backup']","Garden facing 3.5bhk apartment for rent in panchshil towers in kharadi.The panchshil towers is meticulously designed and exclusively planned with world class amenities and top line specifications such as 24hrs water supply, 24hrs backup electricity, amphitheater, basket ball court, cafeteria, card games, carrom board, club house, covered car parking, cricket court, fire safety, football, gated ...",Vansh Realty
540,Panchshil Towers,Kharadi,85000.0,340000.0,2950.0,3 BHK ,"['4 Baths', 'Full Power Backup']","3.5bhk semi furnished apartment for rent in panchshil towers in kharadi.The panchshil towers is meticulously designed and exclusively planned with world class amenities and top line specifications such as 24hrs water supply, 24hrs backup electricity, amphitheater, basket ball court, cafeteria, card games, carrom board, club house, covered car parking, cricket court, fire safety, football, gated...",Vansh Realty
541,Panchshil Towers,Kharadi,125000.0,500000.0,3400.0,4 BHK ,"['5 Baths', 'Full Power Backup']","4.5bhk semi furnished apartment for rent in panchshil towers in kharadi.The panchshil towers is meticulously designed and exclusively planned with world class amenities and top line specifications such as 24hrs water supply, 24hrs backup electricity, amphitheater, basket ball court, cafeteria, card games, carrom board, club house, covered car parking, cricket court, fire safety, football, gated...",Vansh Realty
542,"Gera Foliage Society, viman Nagar",VimanNagar,30120.0,60000.0,1150.0,2 BHK ,"['2 Baths', 'Ramwadi Metro Station within 250m']","A 2 bhk flat for rent in viman nagar close to all basic civic amenities is available for just 30,120 in gera foliage society, pune. The flat is close to metro station, close to school and close to market. This flat consists of 2 bathrooms & 1 balcony in 1020 sq.Ft. Super built-Up area. Flat is constructed on 1150 sq.Ft. 1 covered parking available. Placed on 3rd of 6 floor in 5-10 years old tow...",Omkrishna Real Estate 
543,Panchshil Yoopune,KirtaneBaugh,290000.0,1160000.0,5100.0,4 BHK ,"['5 Baths', 'North-East Facing']","Premium 4.5bhk fully furnished apartment for rent in panchshil yoopune in magarpatta. The project hosts in its lap exclusively designed residential apartments, each being an epitome of elegance and simplicity. Panchshil yoopune is inspiring in design, stirring in luxury and enveloped by verdant surroundings. The apartments are spacious, well ventilated and vastu compliant. Panchshil yoopune off...",Vansh Realty
544,Panchshil Yoopune,KirtaneBaugh,140000.0,560000.0,2450.0,3 BHK ,"['2 Baths', 'North-East Facing']","Semi furnished 2.5bhk apartment for rent in panchshil yoopune in magarpatta. Panchshil yoopune is inspiring in design, stirring in luxury and enveloped by verdant surroundings. The apartments are spacious, well ventilated and vastu compliant. Panchshil yoopune offers an array of world class amenities such as apartments. Call for more details vansh realty",Vansh Realty
545,Panchshil One North,Hadapsar,140000.0,560000.0,3100.0,3 BHK ,"['3 Baths', 'Full Power Backup']","3bhk fully furnished apartment for rent in panchshil one north in magarpatta.The amenities offered in panchshil one north are landscaped garden, indoor games, earthquake resistant, cctv cameras, swimming pool, gymnasium, play area, intercom, rain water harvesting, lift, club house, tennis court, car parking, fire safety, basement car parking, 24hr backup electricity, basket ball court, drainage...",Vansh Realty
546,Panchshil One North,Hadapsar,185000.0,740000.0,4600.0,4 BHK ,"['6 Baths', 'North Facing']","Spacious 4.5bhk fully furnished apartment for rent in panchshil one north in magarpatta.The amenities offered in panchshil one north are landscaped garden, indoor games, earthquake resistant, cctv cameras, swimming pool, gymnasium, play area, intercom, rain water harvesting, lift, club house, tennis court, car parking, fire safety, basement car parking, 24hr backup electricity, basket ball cour...",Vansh Realty
547,Panchshil One North,Hadapsar,110000.00000000001,440000.00000000006,3800.0,4 BHK ,"['5 Baths', 'Full Power Backup']","4.5bhk semi furnished apartment for rent in panchshil one north in magarpatta.The amenities offered in panchshil one north are landscaped garden, indoor games, earthquake resistant, cctv cameras, swimming pool, gymnasium, play area, intercom, rain water harvesting, lift, club house, tennis court, car parking, fire safety, basement car parking, 24hr backup electricity, basket ball court, drainag...",Vansh Realty
548,Manjri Greens 4,Manjri,27500.0,50000.0,2700.0,3 BHK ,"['3 Baths', 'East Facing']","3bhk row hosue rent manjri greens prime locations manjri bk hadapsar solapur road pune 4112307.Connectivity this project is having a very good connectivity with the it parks in the eastern pune, multi-Specialty hospitals, malls and educational complexes etc. 3.5 km from magarpatta it park 2 km from sp info city, phursungi 8 km from kalyaninagar it park and kharadi it park 1 km from nobel hospit...",Pawar Real Estate
549,Kolte Patil Downtown Langston,AshokaNagar,32000.0,100000.0,1200.0,2 BHK ,"['2 Baths', 'Private Garden']","Situated in ashoka nagar pune, kolte patil downtown langston is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 920 sq.Ft. Big 2 bhk apartment now available for rent. Property has attached 2 bathrooms & 2 balconies with 2 rooms set in 920 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, built on 1200 sq.Ft. A separate space ...",Prop Laksh 
550,Kumar Pebble Park,Hadapsar,19500.0,40000.0,1050.0,2 BHK ,"['2 Baths', 'East Facing']","This 2 bhk flat in hadapsar is available in kumar pebble park for rent, one of the most prominent projects for residential flats in pune. This flat consists of 2 bathrooms & 1 balcony in 1050 sq.Ft. Super built-Up area. The flat is built on 1050 sq.Ft. Area. Ease of access to 1 covered parking within society. This flat is situated at 6th in a tower with 15 floors. This is a 0-1 year old society...",Pawar Real Estate
551,Kumar Pebble Park,Hadapsar,20500.0,40000.0,960.0,2 BHK ,"['2 Baths', 'East Facing']","Pune's most popular society kumar pebble park in hadapsar offers 2 bhk apartment. Property has attached 2 bathrooms & 2 balconies with 2 rooms set in 960 sq.Ft. Super built-Up area. The flat is built on 960 sq.Ft. Area. This flat is situated at 10th in a tower with 15 floors. This is a 1-5 years old society. It is a semi-Furnished property. Inclusive of 10 light, 5 fan, 2 bed, 2 wardrobe, 2 gey...",Pawar Real Estate
552,Mantra Majestica,SasaneNagar,16000.0,40000.0,977.0,2 BHK ,"['2 Baths', 'Full Power Backup']","2bhk flat for rent mantra majestica with parking sasane nagar hadapsar . No disgusting traffic ; Situated in reputed, very serene, peaceful society. Immediate connectivity to all the prime locations (Including magarpatta city , amanora mall, sp infocity,quadra etc.) It is associated with natural surroundings & well-Aerated room. No water problems : Clean, isolated drinking water is available. A...",Pawar Real Estate
553,Runwal Seagull,Handewadi,16500.0,35000.0,1099.0,2 BHK ,"['2 Baths', 'East Facing']","2bhk flat for rent runwal seagull with parking , satav nagar handewadi raod hadapsar .No disgusting traffic ; Situated in reputed, very serene, peaceful society. Immediate connectivity to all the prime locations (Including magarpatta city , amanora mall, sp infocity,quadra etc.) It is associated with natural surroundings & well-Aerated room. No water problems : Clean, isolated drinking water is...",Pawar Real Estate
554,Shiv Unnati Chs,Kalepadal,11000.0,30000.0,649.0,1 BHK ,"['2 Baths', 'Full Power Backup']","1bhk flat for rent shiv unnati with parking kalepadal hadapsar . No disgusting traffic ; Situated in reputed, very serene, peaceful society. Immediate connectivity to all the prime locations (Including magarpatta city , amanora mall, sp infocity,quadra etc.) It is associated with natural surroundings & well-Aerated room. No water problems : Clean, isolated drinking water is available. All basic...",Pawar Real Estate
555,Kumar Park Infinia,Phursungi,22000.0,40000.0,1110.0,2 BHK ,"['2 Baths', 'Full Power Backup']","2bhk flat for rent kumar park infinia near sp info city it park .No disgusting traffic ; Situated in reputed, very serene, peaceful society. Immediate connectivity to all the prime locations (Including magarpatta city , amanora mall, sp infocity,quadra etc.) It is associated with natural surroundings & well-Aerated room. No water problems : Clean, isolated drinking water is available. All basic...",Pawar Real Estate
556,Gemini Grand Bay,ManjriBK,24500.0,50000.0,1161.0,3 BHK ,"['2 Baths', 'East Facing']","2.5bhk flat on rent fulyy furnihsed gemini grand bay manjri bk .No disgusting traffic ; Situated in reputed, very serene, peaceful society. Immediate connectivity to all the prime locations (Including magarpatta city , amanora mall, sp infocity,quadra etc.) It is associated with natural surroundings & well-Aerated room. No water problems : Clean, isolated drinking water is available. All basic ...",Pawar Real Estate
557,Gemini Grand Bay,ManjriBK,22000.0,45000.0,1060.0,2 BHK ,"['2 Baths', 'East Facing']","2bhk flat for sale gemini grand bay simi furnished flat with parking manjri bk pune .No disgusting traffic ; Situated in reputed, very serene, peaceful society. Immediate connectivity to all the prime locations (Including magarpatta city , amanora mall, sp infocity,quadra etc.) It is associated with natural surroundings & well-Aerated room. No water problems : Clean, isolated drinking water is ...",Pawar Real Estate
558,Kumar Park Infinia Phase 3,Phursungi,24500.0,40000.0,800.0,2 BHK ,"['2 Baths', 'East Facing']","This 2 bhk flat in phursungi is available in kumar park infinia phase 3 for rent, one of the most prominent projects for residential flats in pune. Property has 800 sq.Ft. Carpet area with 2 bathrooms & 2 balconies attached. Flat is constructed on 800 sq.Ft. 1 covered parking available. Placed on 5th of 12 floor in 1-5 years old tower. This property is unfurnished. Property will be leased from ...",Pawar Real Estate
559,Kumar Park Infinia Phase 4,Hadapsar,25000.0,50000.0,800.0,2 BHK ,"['2 Baths', 'East Facing']","Explore this amicable kumar park infinia phase 4 of hadapsar in pune ! Live in a 2 bhk flat for rent in hadapsar. Property has 800 sq.Ft. Carpet area with 2 bathrooms & 2 balconies attached. Flat is constructed on 800 sq.Ft. 1 covered parking available. Placed on 6th of 14 floor in 1-5 years old tower. This is a semi-Furnished flat. Already installed 6 light, 4 fan, 1 tv, 2 bed, 2 wardrobe, 2 g...",Pawar Real Estate
560,Marvel Zephyr,Kharadi,95000.0,285000.0,4355.0,4 BHK ,"['5 Baths', 'Full Power Backup']","4.5bhk semi furnished with swimming pool apartment for rent in marvel zephyr in kharadi. Marvel zephyr is strategically designed keeping in mind even the smallest details. It comprises of all world class amenities such as 24hrs backup electricity, basket ball court, cafeteria, club house, covered car parking, gated community, gym, landscaped garden, lift, play area, security personnel, swimming...",Vansh Realty
